epoch,step,ppl,loss,lr,route_ent,exp_sim,gate_avg,grad_norm,conv_rate,aux_loss,cap_rate,gate_ratio
1,600,1522.8,7.50,1.00e-04,1.1688,0.3870,0.4988,2.9922,0.0000,0.263598,0.0000,12.7299
1,800,1487.5,7.21,1.00e-04,1.1808,0.3917,0.4989,2.6476,0.0000,0.229743,0.0000,11.2018
1,1000,1446.5,7.20,1.00e-04,1.2011,0.3631,0.4989,3.6142,0.0000,0.193505,0.0000,8.5587
1,1200,1403.6,7.30,1.00e-04,1.2333,0.3528,0.4989,3.1193,0.0000,0.163620,0.0000,8.1833
1,1400,1366.5,6.95,1.00e-04,1.2917,0.3520,0.4990,3.6422,0.0000,0.118304,0.0000,6.3858
1,1600,1327.0,6.93,1.00e-04,1.3246,0.3208,0.4990,2.7785,0.0000,0.086213,0.0000,5.7297
1,1800,1286.2,6.85,1.00e-04,1.3152,0.3192,0.4991,2.8473,0.0000,0.047296,0.0000,4.4004
1,2000,1252.5,6.93,1.00e-04,1.3029,0.3118,0.4991,2.8984,0.0000,0.005883,0.0000,3.8692
1,2200,1353.7,7.90,1.00e-04,1.3148,0.4002,0.4992,1.0288,0.0000,0.005214,0.0000,4.0476
1,2400,1439.2,8.04,1.00e-04,1.3165,0.3732,0.4993,1.3137,0.0000,0.005140,0.0000,4.0531
1,2600,1516.2,7.83,1.00e-04,1.3356,0.3633,0.4993,0.7751,0.0000,0.004678,0.0000,3.9316
1,2800,1585.1,7.93,1.00e-04,1.3325,0.3456,0.4993,0.7081,0.0000,0.004243,0.0000,3.7559
1,3000,1646.4,7.90,1.00e-04,1.3411,0.3361,0.4993,0.7627,0.0000,0.004299,0.0000,3.7143
1,3200,1702.4,7.86,1.00e-04,1.3303,0.3268,0.4993,0.6759,0.0000,0.004053,0.0000,3.6982
1,3400,1754.3,7.91,1.00e-04,1.3175,0.3202,0.4993,0.6966,0.0000,0.004200,0.0000,3.8206
1,3600,1801.4,7.91,1.00e-04,1.3307,0.3067,0.4994,0.7209,0.0000,0.003995,0.0000,3.6736
1,3800,1844.0,7.87,1.00e-04,1.3228,0.2931,0.4994,0.5991,0.0000,0.003823,0.0000,3.6043
1,4000,1882.5,7.85,1.00e-04,1.3287,0.3681,0.4994,0.6691,0.0000,0.003792,0.0000,3.7267
1,4200,1923.6,8.07,1.00e-04,1.3340,0.2750,0.4994,0.5272,0.0000,0.003763,0.0000,3.6427
1,4400,1961.4,8.01,1.00e-04,1.3171,0.3478,0.4994,0.5455,0.0000,0.003831,0.0000,3.7545
1,4600,1995.9,7.96,1.00e-04,1.3300,0.2664,0.4994,0.4920,0.0000,0.003601,0.0000,3.5696
1,4800,2027.9,8.01,1.00e-04,1.3323,0.3189,0.4995,0.4958,0.0000,0.003627,0.0000,3.6602
1,5000,2057.8,7.73,1.00e-04,1.3393,0.2535,0.4995,0.5047,0.0000,0.003580,0.0000,3.5906
1,5200,2086.4,8.10,1.00e-04,1.3378,0.3017,0.4995,0.4398,0.0000,0.003618,0.0000,3.6179
1,200,1644.0,7.49,1.00e-04,1.3281,0.2294,0.4994,1.2149,0.0000,0.017833,0.0000,3.4625
1,400,1476.4,7.15,1.00e-04,1.3541,0.1598,0.4995,1.5281,0.0000,0.016315,0.0000,2.9278
1,600,1359.5,7.12,1.00e-04,1.3572,0.1766,0.4996,2.2011,0.0000,0.015670,0.0000,2.6938
1,800,1267.8,6.78,1.00e-04,1.3325,0.1792,0.4996,2.5499,0.0000,0.016441,0.0000,3.0743
1,1000,1203.0,6.85,1.00e-04,1.3496,0.1456,0.4996,3.6658,0.0000,0.017175,0.0000,3.2468
1,1200,1150.5,6.90,1.00e-04,1.3283,0.1477,0.4996,3.1696,0.0000,0.017604,0.0000,3.4124
1,1400,1106.8,6.72,1.00e-04,1.3409,0.1388,0.4996,3.3529,0.0000,0.017485,0.0000,3.3066
1,1600,1066.1,6.52,1.00e-04,1.3450,0.1442,0.4996,2.7233,0.0000,0.017305,0.0000,3.2969
1,1800,1029.9,6.59,1.00e-04,1.3500,0.1534,0.4997,2.9705,0.0000,0.017587,0.0000,3.4733
1,2000,1002.0,6.68,1.00e-04,1.3394,0.1545,0.4996,2.7558,0.0000,0.017366,0.0000,3.3599
1,2200,1085.7,7.76,1.00e-04,1.3378,0.2379,0.4997,1.4383,0.0000,0.017577,0.0000,3.3348
1,2400,1164.2,7.93,1.00e-04,1.3309,0.2836,0.4998,1.5129,0.0000,0.018518,0.0000,3.7184
1,2600,1236.1,7.73,1.00e-04,1.3457,0.3059,0.4998,1.0818,0.0000,0.017887,0.0000,3.4957
1,200,1346.4,7.35,1.00e-04,1.3313,0.2766,0.4995,3.6786,0.0000,0.017364,0.0000,3.3374
1,400,1278.2,7.02,1.00e-04,1.3482,0.2812,0.4995,2.5677,0.0000,0.016742,0.0000,3.1224
1,200,1222.9,7.29,1.00e-04,1.3239,0.3670,0.4996,2.1409,0.0000,0.018151,0.0000,3.6313
1,400,1186.5,6.97,1.00e-04,1.3426,0.2958,0.4996,1.9582,0.0000,0.017465,0.0000,3.3620
1,200,2751.2,8.03,1.00e-04,1.3514,0.2516,0.4996,834.0331,0.0000,0.015206,0.0000,2.4866
1,400,3515.5,9.01,1.00e-04,1.3663,0.2010,0.4997,2247.4497,0.0000,0.015282,0.0000,2.5139
1,600,3481.7,7.65,1.00e-04,1.3190,0.2689,0.4997,5.6189,0.0000,0.021056,0.0000,5.0262
1,800,2911.6,7.25,1.00e-04,1.3249,0.1844,0.4998,60.7531,0.0000,0.017167,0.0000,3.2500
1,1000,2581.9,7.38,1.00e-04,1.3487,0.2062,0.5000,2.2765,0.0000,0.017277,0.0000,3.2276
1,1200,2384.0,7.55,1.00e-04,1.3496,0.3066,0.5001,3.5989,0.0000,0.015564,0.0000,2.5637
1,1400,2251.2,7.33,1.00e-04,1.3467,0.2427,0.5002,6.0826,0.0000,0.016806,0.0000,3.0899
1,1600,2161.4,7.22,1.00e-04,1.3554,0.3524,0.5004,3.4275,0.0000,0.015659,0.0000,2.7887
1,200,1373.9,7.38,1.00e-04,1.3319,0.2815,0.4996,4.7724,0.0000,0.017289,0.0000,3.2929
1,400,1313.5,7.10,1.00e-04,1.3500,0.2505,0.4998,2.4276,0.0000,0.016571,0.0000,3.0588
1,600,1279.4,7.20,1.00e-04,1.3387,0.2047,0.5001,2.2932,0.0000,0.017997,0.0000,3.5013
1,800,1261.8,7.03,1.00e-04,1.3065,0.2089,0.5003,2.1870,0.0000,0.019346,0.0000,4.1170
1,1000,1257.1,7.19,1.00e-04,1.3216,0.2071,0.5004,5.6488,0.0000,0.019691,0.0000,4.2929
1,1200,1255.7,7.39,1.00e-04,1.3355,0.2078,0.5006,5.5277,0.0000,0.017193,0.0000,3.1442
1,1400,1270.5,7.14,1.00e-04,1.3514,0.2114,0.5008,2.2847,0.0000,0.016398,0.0000,2.8859
1,200,1346.8,7.35,1.00e-04,1.3319,0.2882,0.4995,3.6372,0.0000,0.017306,0.0000,3.3042
1,400,1278.8,7.02,1.00e-04,1.3473,0.2778,0.4995,2.5567,0.0000,0.016835,0.0000,3.1527
1,600,1231.8,7.12,1.00e-04,1.3480,0.1909,0.4997,2.3393,0.0000,0.017144,0.0000,3.2215
1,800,1198.3,6.88,1.00e-04,1.3214,0.1525,0.4998,2.2794,0.0000,0.017877,0.0000,3.5080
1,1000,1175.2,6.97,1.00e-04,1.3418,0.1343,0.4999,2.4124,0.0000,0.018095,0.0000,3.5140
1,1200,1154.0,7.07,1.00e-04,1.3087,0.1120,0.5001,3.9142,0.0000,0.019913,0.0000,4.3940
1,1400,1135.4,6.91,1.00e-04,1.3306,0.0998,0.5002,2.8893,0.0000,0.018762,0.0000,3.7430
1,1600,1115.8,6.71,1.00e-04,1.3317,0.0915,0.5004,2.8055,0.0000,0.018778,0.0000,3.8824
1,1800,1097.1,6.77,1.00e-04,1.3433,0.1044,0.5006,2.8909,0.0000,0.018657,0.0000,3.8696
1,2000,1080.9,6.83,0.00e+00,1.3382,0.0997,0.5008,2.5410,0.0000,0.017506,0.0000,3.3755
1,2200,1192.2,7.99,1.00e-05,1.3325,0.1049,0.5008,3.0290,0.0000,0.017887,0.0000,3.3914
1,2400,1287.2,8.08,1.00e-05,1.3308,0.1379,0.5008,2.1306,0.0000,0.018482,0.0000,3.6815
1,200,1237.3,7.36,4.00e-06,1.3304,0.1018,0.5008,2.3369,0.0000,0.017736,0.0000,3.3988
1,400,1173.5,6.96,8.00e-06,1.3420,0.0998,0.5008,2.2153,0.0000,0.017721,0.0000,3.4027
1,600,1123.7,6.99,1.00e-05,1.3417,0.1011,0.5008,2.3587,0.0000,0.018063,0.0000,3.5180
1,200,1295.2,7.41,1.00e-04,1.3284,0.1300,0.5009,2.0665,0.0000,0.018077,0.0000,3.5057
1,400,1299.2,7.18,1.00e-04,1.3514,0.1956,0.5010,2.2117,0.0000,0.016518,0.0000,2.9649
1,600,1304.5,7.25,1.00e-04,1.3531,0.2350,0.5012,2.3005,0.0000,0.016307,0.0000,2.9137
1,800,1313.5,7.13,1.00e-04,1.3455,0.2759,0.5015,2.2277,0.0000,0.015452,0.0000,2.6515
1,200,1214.5,7.35,1.00e-04,1.3273,0.1132,0.5008,2.1856,0.0000,0.018141,0.0000,3.5525
1,400,1219.9,7.10,1.00e-04,1.3519,0.1611,0.5010,2.4478,0.0000,0.016465,0.0000,2.9490
1,600,1229.3,7.21,1.00e-04,1.3507,0.1965,0.5012,2.6812,0.0000,0.017103,0.0000,3.1930
1,800,1241.5,7.06,1.00e-04,1.3409,0.2400,0.5014,2.1200,0.0000,0.015922,0.0000,2.7913
1,1000,1258.2,7.22,1.00e-04,1.3529,0.2831,0.5016,1.9753,0.0000,0.016217,0.0000,2.9399
1,1200,1271.2,7.37,1.00e-04,1.3441,0.2905,0.5019,2.5440,0.0000,0.016118,0.0000,2.9052
1,200,1197.2,7.31,4.00e-05,1.3236,0.1054,0.5008,2.4251,0.0000,0.018336,0.0000,3.6665
1,400,1158.2,6.99,8.00e-05,1.3460,0.1167,0.5009,2.7227,0.0000,0.017311,0.0000,3.2308
1,600,1152.0,7.15,1.00e-04,1.3467,0.1339,0.5010,2.9019,0.0000,0.017653,0.0000,3.3727
1,800,1161.5,6.98,1.00e-04,1.3359,0.1839,0.5012,2.1973,0.0000,0.016630,0.0000,3.0540
1,200,1203.9,7.37,1.00e-04,1.3279,0.1130,0.5009,3.7873,0.0000,0.018169,0.0000,3.6106
1,400,1199.3,7.11,1.00e-04,1.3481,0.1705,0.5011,2.5727,0.0000,0.016616,0.0000,3.0313
1,600,1197.1,7.15,1.00e-04,1.3466,0.1624,0.5013,2.3722,0.0000,0.017034,0.0000,3.1933
1,800,1197.3,6.97,1.00e-04,1.3244,0.1630,0.5016,2.5569,0.0000,0.017361,0.0000,3.2260
1,1000,1201.8,7.16,1.00e-04,1.3491,0.1619,0.5018,2.2966,0.0000,0.017273,0.0000,3.1493
1,1200,1203.6,7.27,1.00e-04,1.3492,0.1884,0.5020,3.6395,0.0000,0.015757,0.0000,2.6548
1,1400,1205.1,7.05,1.00e-04,1.3410,0.1811,0.5022,3.2842,0.0000,0.017351,0.0000,3.3173
1,1600,1202.4,7.00,1.00e-04,1.3576,0.1763,0.5025,2.4739,0.0000,0.015831,0.0000,2.6819
1,200,1203.8,7.38,1.00e-04,1.3283,0.1145,0.5009,3.9059,0.0000,0.018138,0.0000,3.6001
1,400,1199.1,7.11,1.00e-04,1.3502,0.1726,0.5011,2.5625,0.0000,0.016457,0.0000,2.9559
1,600,1197.3,7.15,1.00e-04,1.3483,0.1655,0.5013,2.3266,0.0000,0.016857,0.0000,3.0933
1,800,1197.9,6.97,1.00e-04,1.3253,0.1691,0.5016,2.6188,0.0000,0.017337,0.0000,3.2244
1,1000,1202.2,7.14,1.00e-04,1.3459,0.1789,0.5018,2.2850,0.0000,0.017448,0.0000,3.3245
1,1200,1203.8,7.25,1.00e-04,1.3493,0.1897,0.5020,3.3803,0.0000,0.015731,0.0000,2.6447
1,1400,1205.2,7.05,1.00e-04,1.3428,0.2236,0.5022,3.3984,0.0000,0.017032,0.0000,3.2204
1,1600,1202.7,7.01,1.00e-04,1.3566,0.2012,0.5025,2.7140,0.0000,0.015895,0.0000,2.7331
1,1800,1199.5,7.06,1.00e-04,1.3520,0.2218,0.5027,3.0776,0.0000,0.017113,0.0000,3.2692
1,2000,1199.7,7.19,1.00e-04,1.3436,0.2361,0.5029,2.5597,0.0000,0.017078,0.0000,3.2765
1,2200,1310.2,7.98,1.00e-04,1.3613,0.2589,0.5029,1.2446,0.0000,0.015009,0.0000,2.4307
1,2400,1405.5,8.11,1.00e-04,1.3563,0.2775,0.5029,1.4296,0.0000,0.015657,0.0000,2.5558
1,2600,1489.1,7.89,1.00e-04,1.3598,0.2801,0.5029,1.1216,0.0000,0.016243,0.0000,2.9494
1,2800,1563.3,7.99,1.00e-04,1.3484,0.2536,0.5029,1.3526,0.0000,0.016105,0.0000,2.7132
1,3000,1629.0,7.93,1.00e-04,1.3628,0.2682,0.5028,1.9528,0.0000,0.016199,0.0000,2.7831
1,3200,1688.2,7.88,1.00e-04,1.3595,0.2288,0.5028,0.6889,0.0000,0.015781,0.0000,2.6010
1,3400,1742.9,7.92,1.00e-04,1.3330,0.2378,0.5028,1.3097,0.0000,0.018715,0.0000,3.3140
1,3600,1792.6,7.95,1.00e-04,1.3387,0.2399,0.5028,0.7777,0.0000,0.017336,0.0000,3.3515
1,3800,1837.6,7.91,1.00e-04,1.3486,0.2254,0.5028,0.9349,0.0000,0.016034,0.0000,2.6662
1,4000,1878.5,7.91,1.00e-04,1.3524,0.2322,0.5028,0.7554,0.0000,0.016152,0.0000,2.8319
1,4200,1925.0,8.16,1.00e-04,1.3400,0.2256,0.5028,0.9073,0.0000,0.016794,0.0000,3.0782
1,4400,1968.1,8.05,1.00e-04,1.3309,0.2169,0.5028,0.5518,0.0000,0.016943,0.0000,3.0743
1,4600,2006.2,8.01,1.00e-04,1.3322,0.2198,0.5028,0.8582,0.0000,0.016953,0.0000,3.1347
1,4800,2041.3,8.04,1.00e-04,1.3326,0.2232,0.5028,0.6892,0.0000,0.017219,0.0000,3.2641
1,5000,2073.8,7.75,1.00e-04,1.3340,0.2403,0.5028,0.4261,0.0000,0.018140,0.0000,3.7819
1,5200,2104.5,8.13,1.00e-04,1.3514,0.2180,0.5028,0.6252,0.0000,0.017519,0.0000,3.3840
1,5400,2132.1,8.02,1.00e-04,1.3455,0.2218,0.5028,0.5688,0.0000,0.016799,0.0000,3.0834
1,5600,2159.1,8.08,1.00e-04,1.3467,0.2115,0.5028,0.6773,0.0000,0.017558,0.0000,3.4128
1,200,27479.7,8.63,4.00e-05,1.2851,0.3453,0.5000,3.9828,0.0000,0.487106,0.0000,8.2331
1,400,12286.7,8.66,8.00e-05,1.3175,0.5619,0.5000,3.1002,0.0000,0.429900,0.0000,7.6955
1,600,9211.3,8.61,1.00e-04,1.2838,0.8060,0.5000,2.3237,0.0000,0.378319,0.0000,8.0174
1,800,7787.0,8.51,1.00e-04,1.2932,0.8578,0.5000,1.8156,0.0000,0.325910,0.0000,7.8939
1,200,1849.0,7.56,4.00e-05,1.1064,0.3830,0.4986,2.9928,0.0000,0.342849,0.0000,16.5943
1,400,1712.7,7.19,8.00e-05,1.2128,0.3400,0.4985,3.0493,0.0000,0.299031,0.0000,11.2396
1,600,1643.6,7.47,1.00e-04,1.2829,0.2999,0.4986,3.4951,0.0000,0.263936,0.0000,10.1374
1,800,1610.1,7.30,1.00e-04,1.3384,0.2712,0.4987,2.9565,0.0000,0.229560,0.0000,8.6825
1,1000,1602.9,7.49,1.00e-04,1.2892,0.2979,0.4988,2.8713,0.0000,0.194314,0.0000,8.1977
1,1200,1602.9,7.58,1.00e-04,1.2067,0.2780,0.4990,4.2224,0.0000,0.153009,0.0000,6.8454
1,1400,1597.7,7.26,1.00e-04,1.2837,0.2939,0.4991,3.8414,0.0000,0.125469,0.0000,7.4690
1,1600,1588.5,7.32,1.00e-04,1.3128,0.3058,0.4992,3.6291,0.0000,0.083029,0.0000,6.0495
1,1800,1572.2,7.20,1.00e-04,1.2984,0.4000,0.4994,2.9832,0.0000,0.048707,0.0000,5.2035
1,2000,1555.8,7.49,1.00e-04,1.3125,0.4511,0.4995,3.1658,0.0000,0.019888,0.0000,4.6126
2,2200,3422.1,8.08,1.00e-04,1.3426,0.4912,0.4996,0.7237,0.0000,0.018483,0.0000,3.9126
2,200,1601.7,7.34,1.00e-04,1.3124,0.3974,0.4995,4.5780,0.0000,0.019085,0.0000,4.0892
2,400,1424.8,6.92,1.00e-04,1.2903,0.3986,0.4995,3.1260,0.0000,0.019823,0.0000,4.5585
2,600,1289.8,7.06,1.00e-04,1.2895,0.3675,0.4996,3.7390,0.0000,0.020341,0.0000,4.6679
2,800,1217.3,6.82,1.00e-04,1.3324,0.3586,0.4998,3.2080,0.0000,0.020881,0.0000,4.8216
2,1000,1185.8,7.10,1.00e-04,1.3310,0.3619,0.4999,3.7926,0.0000,0.021303,0.0000,4.9915
2,1200,1173.0,7.28,1.00e-04,1.3032,0.3463,0.5000,5.6739,0.0000,0.021393,0.0000,5.1163
2,1400,1163.8,7.02,1.00e-04,1.2990,0.3203,0.5001,4.4619,0.0000,0.021316,0.0000,5.1833
2,1600,1155.2,7.04,1.00e-04,1.3084,0.3248,0.5002,4.0154,0.0000,0.021166,0.0000,4.9771
2,1800,1143.4,6.82,1.00e-04,1.3062,0.3085,0.5003,3.5902,0.0000,0.021171,0.0000,4.8271
2,2000,1132.4,7.13,1.00e-04,1.3174,0.3170,0.5005,3.4636,0.0000,0.021699,0.0000,5.1179
3,2200,3877.0,8.13,1.00e-04,1.3485,0.1670,0.5006,0.9323,0.0000,0.017653,0.0000,3.3386
3,2400,3516.1,8.11,1.00e-04,1.3325,0.3011,0.5006,0.7018,0.0000,0.018413,0.0000,3.6123
3,2600,3374.1,8.16,1.00e-04,1.3262,0.1304,0.5007,0.7687,0.0000,0.018386,0.0000,3.5440
3,2800,3294.5,8.12,1.00e-04,1.3318,0.1848,0.5007,0.5994,0.0000,0.018330,0.0000,3.6349
3,3000,3236.0,8.02,1.00e-04,1.3283,0.1610,0.5007,0.6184,0.0000,0.018267,0.0000,3.5679
3,3200,3199.8,8.10,1.00e-04,1.3382,0.1504,0.5007,0.6715,0.0000,0.018418,0.0000,3.6561
3,3400,3172.1,8.08,1.00e-04,1.3395,0.1403,0.5007,0.4624,0.0000,0.018212,0.0000,3.6086
3,3600,3148.0,7.97,1.00e-04,1.3341,0.1310,0.5007,0.4886,0.0000,0.018190,0.0000,3.6108
3,3800,3133.0,7.99,1.00e-04,1.3272,0.1278,0.5007,0.4694,0.0000,0.017872,0.0000,3.4687
3,4000,3121.4,7.85,1.00e-04,1.3410,0.1157,0.5007,0.5685,0.0000,0.017946,0.0000,3.4907
4,4200,3079.2,7.92,1.00e-04,1.3375,0.1026,0.5007,0.6364,0.0000,0.017857,0.0000,3.4922
4,4400,3079.5,7.96,1.00e-04,1.3382,0.1141,0.5007,0.6776,0.0000,0.018027,0.0000,3.5655
4,4600,3066.5,7.98,1.00e-04,1.3449,0.1063,0.5007,0.4996,0.0000,0.018009,0.0000,3.5668
4,4800,3062.1,7.97,1.00e-04,1.3217,0.1171,0.5007,0.3865,0.0000,0.018003,0.0000,3.5237
4,5000,3051.6,7.89,1.00e-04,1.3380,0.1130,0.5007,0.3926,0.0000,0.018041,0.0000,3.5604
4,5200,3049.5,8.08,1.00e-04,1.3346,0.1139,0.5007,0.3966,0.0000,0.017915,0.0000,3.4991
4,5400,3043.2,8.04,1.00e-04,1.3460,0.1210,0.5007,0.4114,0.0000,0.017549,0.0000,3.3088
4,5600,3037.8,8.03,1.00e-04,1.3327,0.1363,0.5007,0.5224,0.0000,0.018012,0.0000,3.5477
4,5800,3034.0,8.05,1.00e-04,1.3341,0.1349,0.5007,0.3648,0.0000,0.017900,0.0000,3.5222
4,6000,3029.6,7.97,1.00e-04,1.3465,0.1387,0.5007,0.4049,0.0000,0.018029,0.0000,3.5757
5,6200,3022.8,7.96,1.00e-04,1.3291,0.1349,0.5008,0.3518,0.0000,0.017843,0.0000,3.5183
5,6400,3044.7,7.96,1.00e-04,1.3262,0.1414,0.5007,0.7084,0.0000,0.017851,0.0000,3.4234
5,6600,3049.3,8.09,1.00e-04,1.3271,0.1497,0.5008,0.5014,0.0000,0.017941,0.0000,3.4857
5,6800,3049.1,8.02,1.00e-04,1.3354,0.1744,0.5008,0.4097,0.0000,0.017792,0.0000,3.4685
5,7000,3044.4,8.06,1.00e-04,1.3447,0.1792,0.5008,0.6187,0.0000,0.017859,0.0000,3.4827
5,7200,3039.6,8.04,1.00e-04,1.3455,0.1909,0.5008,0.3355,0.0000,0.017805,0.0000,3.4384
5,7400,3033.8,7.91,1.00e-04,1.3310,0.2050,0.5008,0.4013,0.0000,0.017776,0.0000,3.3967
5,7600,3027.5,7.85,1.00e-04,1.3406,0.2048,0.5008,0.3196,0.0000,0.017922,0.0000,3.4595
1,200,1849.1,7.56,4.00e-05,1.1064,0.3828,0.4986,2.9964,0.0000,0.342843,0.0000,16.5961
1,400,1712.8,7.19,8.00e-05,1.2133,0.3431,0.4985,3.0378,0.0000,0.299246,0.0000,11.1826
1,600,1643.4,7.47,1.00e-04,1.2834,0.3053,0.4986,3.4484,0.0000,0.264085,0.0000,10.1030
1,800,1610.7,7.31,1.00e-04,1.3385,0.3009,0.4987,2.8658,0.0000,0.229877,0.0000,8.6420
1,1000,1604.2,7.49,1.00e-04,1.2896,0.3255,0.4988,2.9249,0.0000,0.194064,0.0000,8.1762
1,1200,1604.6,7.59,1.00e-04,1.2090,0.3091,0.4990,4.1751,0.0000,0.152718,0.0000,6.8760
1,1400,1599.6,7.27,1.00e-04,1.2839,0.3215,0.4991,3.8393,0.0000,0.125418,0.0000,7.5845
1,1600,1590.5,7.33,1.00e-04,1.3129,0.3255,0.4993,3.4430,0.0000,0.083054,0.0000,6.0189
1,1800,1573.8,7.19,1.00e-04,1.3005,0.3801,0.4994,2.9836,0.0000,0.048782,0.0000,5.2628
1,2000,1557.1,7.49,1.00e-04,1.3121,0.4258,0.4995,3.3245,0.0000,0.019984,0.0000,4.6454
2,2200,3416.8,8.08,1.00e-04,1.3413,0.5010,0.4996,0.7304,0.0000,0.018611,0.0000,3.9802
1,200,29506.0,8.82,4.00e-05,1.2833,0.3555,0.5001,3.6070,0.0000,0.488804,0.0000,8.5281
