epoch,step,ppl,loss,lr,route_ent,exp_sim,gate_avg,grad_norm,conv_rate,aux_loss,cap_rate,gate_ratio
3,5400,3675.2,8.15,1.00e-04,1.3603,0.4770,0.4999,0.8881,0.0000,0.185148,0.0000,2.2120
3,5600,3676.3,8.32,1.00e-04,1.3728,0.4762,0.4999,0.8356,0.0000,0.184194,0.0000,2.1705
3,5800,3672.7,8.21,1.00e-04,1.3591,0.4722,0.4999,0.9337,0.0000,0.184290,0.0000,2.1491
3,6000,3671.5,8.07,1.00e-04,1.3673,0.4723,0.4999,0.9122,0.0000,0.184138,0.0000,2.1463
4,6200,3612.1,8.18,1.00e-04,1.3753,0.4681,0.4999,0.8484,0.0000,0.184286,0.0000,2.1713
4,6400,3630.5,8.28,1.00e-04,1.3601,0.4661,0.4999,0.8625,0.0000,0.185102,0.0000,2.1964
4,6600,3639.0,8.20,1.00e-04,1.3605,0.4623,0.4999,0.8732,0.0000,0.184081,0.0000,2.1490
4,6800,3636.5,8.21,1.00e-04,1.3727,0.4596,0.4999,0.9078,0.0000,0.184764,0.0000,2.1780
4,7000,3633.6,8.20,1.00e-04,1.3723,0.4611,0.4999,0.8639,0.0000,0.185265,0.0000,2.1859
4,7200,3635.6,7.99,1.00e-04,1.3637,0.4629,0.4999,0.9521,0.0000,0.184465,0.0000,2.1840
4,7400,3637.2,8.12,1.00e-04,1.3731,0.4604,0.4999,0.8801,0.0000,0.183776,0.0000,2.1434
4,7600,3637.8,8.32,1.00e-04,1.3642,0.4587,0.4999,0.8546,0.0000,0.184387,0.0000,2.1844
4,7800,3634.5,8.20,1.00e-04,1.3632,0.4534,0.4999,0.8687,0.0000,0.184387,0.0000,2.1602
4,8000,3637.3,8.26,1.00e-04,1.3670,0.4481,0.4999,0.8577,0.0000,0.184101,0.0000,2.1686
5,8200,3636.5,8.19,1.00e-04,1.3626,0.4471,0.4999,0.8958,0.0000,0.184146,0.0000,2.1731
5,8400,3642.6,8.21,1.00e-04,1.3729,0.4464,0.4999,0.8801,0.0000,0.184802,0.0000,2.1908
5,8600,3634.6,8.08,1.00e-04,1.3666,0.4454,0.4999,0.9352,0.0000,0.184894,0.0000,2.1874
5,8800,3640.2,8.16,1.00e-04,1.3677,0.4391,0.4999,0.8671,0.0000,0.184315,0.0000,2.1648
5,9000,3630.9,8.11,1.00e-04,1.3667,0.4420,0.4999,0.9121,0.0000,0.184735,0.0000,2.1870
5,9200,3629.5,8.03,1.00e-04,1.3618,0.4368,0.4999,0.9199,0.0000,0.184366,0.0000,2.1630
5,9400,3628.3,8.18,1.00e-04,1.3674,0.4330,0.4999,0.8759,0.0000,0.184214,0.0000,2.1834
5,9600,3627.4,8.09,1.00e-04,1.3659,0.4351,0.4999,0.9011,0.0000,0.183978,0.0000,2.1668
5,9800,3629.0,8.12,1.00e-04,1.3712,0.4355,0.4999,0.9146,0.0000,0.184111,0.0000,2.1460
5,10000,3629.2,8.17,1.00e-04,1.3650,0.4334,0.4999,0.8684,0.0000,0.185055,0.0000,2.2028
6,200,3668.3,8.15,2.00e-04,1.3677,0.4784,0.4999,0.9108,0.0000,0.184458,0.0000,2.1952
6,400,3684.6,8.18,2.00e-04,1.3667,0.4725,0.4999,0.8761,0.0000,0.184007,0.0000,2.1408
6,600,3677.6,8.33,2.00e-04,1.3690,0.4561,0.4999,0.9116,0.0000,0.183497,0.0000,2.1334
6,800,3673.6,8.09,2.00e-04,1.3723,0.4474,0.4999,0.9252,0.0000,0.184759,0.0000,2.1911
6,1000,3673.3,8.26,2.00e-04,1.3636,0.4500,0.4999,0.8878,0.0000,0.184587,0.0000,2.1820
6,1200,3665.9,8.19,2.00e-04,1.3630,0.4406,0.4999,0.8852,0.0000,0.184118,0.0000,2.1653
6,1400,3669.3,8.28,2.00e-04,1.3718,0.4430,0.4999,0.9190,0.0000,0.185306,0.0000,2.2046
6,1600,3664.4,8.20,2.00e-04,1.3620,0.4406,0.4999,0.8836,0.0000,0.183562,0.0000,2.1311
6,1800,3664.6,8.19,2.00e-04,1.3684,0.4358,0.4999,0.9642,0.0000,0.184258,0.0000,2.1573
6,2000,3664.4,8.16,2.00e-04,1.3657,0.4287,0.4999,0.9182,0.0000,0.184954,0.0000,2.1919
7,2200,3676.0,8.27,2.00e-04,1.3577,0.4181,0.4999,0.9243,0.0000,0.185118,0.0000,2.2089
7,2400,3668.3,8.12,2.00e-04,1.3710,0.4150,0.4999,0.9675,0.0000,0.184659,0.0000,2.1639
7,2600,3670.7,8.12,2.00e-04,1.3681,0.4079,0.4999,0.9332,0.0000,0.183685,0.0000,2.1523
