step,ppl,loss,lr,grad_norm,aux_loss,route_ent,exp_sim,val_ppl
91500,4.9,1.66,1.57e-04,3.4799,0.202046,0.2461,0.0000,4.3
93000,4.9,1.66,2.00e-04,21.9132,0.191492,0.2269,0.0000,4.3
94500,4.9,1.64,2.00e-04,4.2502,0.172021,0.3704,0.0000,4.3
96000,4.9,1.64,2.00e-04,4.3203,0.188518,0.2799,0.0000,4.3
97500,4.9,1.64,2.00e-04,4.0933,0.173898,0.4105,0.0000,4.3
99000,4.9,1.64,2.00e-04,4.0985,0.165262,0.3835,0.0000,4.3
