step,ppl,att_pct,dead_pct,norms_mu,cos_drift,frob_drift,r95,lr
41000,48.99,24.57,0.00,0.98,0.9991,0.2448,754,1.00e-04
41200,48.98,24.57,0.00,0.98,0.9991,0.2420,754,1.00e-04
41400,48.97,24.58,0.00,0.98,0.9991,0.2420,754,1.00e-04
41600,48.97,24.58,0.00,0.98,0.9991,0.2439,754,1.00e-04
41800,48.96,24.58,0.00,0.98,0.9991,0.2440,754,1.00e-04
42000,48.95,24.58,0.00,0.98,0.9991,0.2450,754,1.00e-04
42200,48.94,24.58,0.00,0.98,0.9991,0.2434,754,1.00e-04
42400,48.92,24.58,0.00,0.98,0.9991,0.2431,754,1.00e-04
42600,48.91,24.59,0.00,0.98,0.9991,0.2444,754,1.00e-04
42800,48.89,24.59,0.00,0.98,0.9991,0.2438,754,1.00e-04
43000,48.88,24.59,0.00,0.98,0.9991,0.2440,754,1.00e-04
43200,48.88,24.59,0.00,0.98,0.9991,0.2435,754,1.00e-04
43400,48.86,24.59,0.00,0.98,0.9991,0.2440,754,1.00e-04
43600,48.86,24.60,0.00,0.98,0.9991,0.2427,754,1.00e-04
43800,48.84,24.60,0.00,0.98,0.9991,0.2459,754,1.00e-04
44000,48.83,24.60,0.00,0.98,0.9991,0.2456,754,1.00e-04
44200,48.82,24.60,0.00,0.98,0.9991,0.2432,754,1.00e-04
44400,48.80,24.60,0.00,0.98,0.9991,0.2453,754,1.00e-04
44600,48.79,24.60,0.00,0.98,0.9991,0.2442,754,1.00e-04
44800,48.78,24.61,0.00,0.98,0.9991,0.2448,754,1.00e-04
45000,48.77,24.61,0.00,0.98,0.9991,0.2441,754,1.00e-04
45200,48.76,24.61,0.00,0.98,0.9991,0.2451,754,1.00e-04
45400,48.75,24.61,0.00,0.98,0.9990,0.2457,754,1.00e-04
45600,48.73,24.61,0.00,0.98,0.9990,0.2457,754,1.00e-04
45800,48.72,24.62,0.00,0.98,0.9990,0.2458,754,1.00e-04
46000,48.72,24.62,0.00,0.98,0.9990,0.2438,754,1.00e-04
46200,48.71,24.62,0.00,0.98,0.9990,0.2445,754,1.00e-04
46400,48.71,24.62,0.00,0.97,0.9990,0.2426,754,1.00e-04
46600,48.69,24.62,0.00,0.97,0.9990,0.2441,754,1.00e-04
46800,48.68,24.62,0.00,0.97,0.9990,0.2458,754,1.00e-04
47000,48.67,24.63,0.00,0.97,0.9990,0.2449,754,1.00e-04
47200,48.65,24.63,0.00,0.97,0.9990,0.2461,754,1.00e-04
47400,48.65,24.63,0.00,0.97,0.9990,0.2456,754,1.00e-04
47600,48.63,24.63,0.00,0.97,0.9990,0.2465,754,1.00e-04
47800,48.62,24.63,0.00,0.97,0.9990,0.2431,754,1.00e-04
48000,48.61,24.63,0.00,0.97,0.9990,0.2425,754,1.00e-04
48200,48.60,24.64,0.00,0.97,0.9990,0.2436,754,1.00e-04
48400,48.58,24.64,0.00,0.97,0.9990,0.2440,754,1.00e-04
48600,48.57,24.64,0.00,0.97,0.9990,0.2433,754,1.00e-04
48800,48.55,24.64,0.00,0.97,0.9990,0.2432,754,1.00e-04
